tanggal,provinsi,total_kasus,sembuh_harian,kasus_harian,net_harian
2021-08-25,Kep Riau,1590,253,84,-169
2021-08-26,Kep Riau,1545,175,136,-39
2021-08-27,Kep Riau,1615,36,114,78
2021-08-28,Kep Riau,1592,114,99,-15
2021-08-29,Kep Riau,1418,256,91,-165
2021-08-30,Kep Riau,1345,151,84,-67
2021-08-31,Kep Riau,1290,122,78,-44
2021-09-01,Kep Riau,1204,160,82,-78
2021-09-02,Kep Riau,1117,163,83,-80
2021-09-03,Kep Riau,1123,97,107,10
2021-09-04,Kep Riau,1100,87,76,-11
2021-09-05,Kep Riau,1055,87,47,-40
2021-09-06,Kep Riau,1032,99,81,-18
2021-09-07,Kep Riau,1007,89,67,-22
2021-09-08,Kep Riau,980,103,80,-23
2021-09-09,Kep Riau,940,91,52,-39
2021-09-10,Kep Riau,966,35,64,29
2021-09-11,Kep Riau,959,60,55,-5
2021-09-12,Kep Riau,945,49,37,-12
2021-09-13,Kep Riau,952,53,63,10
2021-09-14,Kep Riau,927,52,34,-18
2021-09-15,Kep Riau,951,50,78,28
2021-09-16,Kep Riau,894,99,46,-53
2021-09-17,Kep Riau,878,58,47,-11
2021-09-18,Kep Riau,862,47,34,-13
2021-09-19,Kep Riau,813,66,21,-45
2021-09-20,Kep Riau,783,58,29,-29
2021-09-21,Kep Riau,530,278,25,-253
2021-09-22,Kep Riau,564,10,44,34
2021-09-23,Kep Riau,547,55,42,-13
2021-09-24,Kep Riau,547,24,25,1
2021-09-25,Kep Riau,523,42,20,-22
2021-09-26,Kep Riau,499,41,17,-24
2021-09-27,Kep Riau,471,53,26,-27
2021-09-28,Kep Riau,468,9,7,-2
2021-09-29,Kep Riau,479,11,23,12
2021-09-30,Kep Riau,461,28,13,-15
2020-03-21,NTB,0,0,0,0
2020-03-22,NTB,0,0,0,0
2020-03-23,NTB,0,0,0,0
2020-03-24,NTB,1,0,1,1
2020-03-25,NTB,2,0,1,1
2020-03-26,NTB,2,0,0,0
2020-03-27,NTB,2,0,0,0
2020-03-28,NTB,2,0,0,0
2020-03-29,NTB,2,0,0,0
2020-03-30,NTB,2,0,0,0
2020-03-31,NTB,4,0,2,2
2020-04-01,NTB,6,0,2,2
2020-04-02,NTB,6,0,0,0
2020-04-03,NTB,5,2,1,-1
2020-04-04,NTB,7,0,0,0
2020-04-05,NTB,7,0,0,0
2020-04-06,NTB,10,0,3,3
2020-04-07,NTB,10,0,0,0
2020-04-08,NTB,10,0,0,0
2020-04-09,NTB,14,2,6,4
2020-04-10,NTB,23,0,9,9
2020-04-11,NTB,23,0,2,2
2020-04-12,NTB,33,0,10,10
2020-04-13,NTB,33,0,0,0
2020-04-14,NTB,33,0,0,0
2020-04-15,NTB,33,0,0,0
2020-04-16,NTB,41,0,8,8
2020-04-17,NTB,47,0,6,6
2020-04-18,NTB,51,0,4,4
2020-04-19,NTB,47,9,6,-3
2020-04-20,NTB,57,0,11,11
2020-04-21,NTB,78,0,21,21
2020-04-22,NTB,93,0,15,15
2020-04-23,NTB,98,2,7,5
2020-04-24,NTB,134,2,38,36
2020-04-25,NTB,156,5,27,22
2020-04-26,NTB,171,0,15,15
2020-04-27,NTB,180,2,11,9
2020-04-28,NTB,193,2,15,13
2020-04-29,NTB,202,0,9,9
2020-04-30,NTB,195,7,0,-7
2020-05-01,NTB,198,0,3,3
2020-05-02,NTB,214,1,17,16
2020-05-03,NTB,229,4,19,15
2020-05-04,NTB,229,0,0,0
2020-05-05,NTB,235,10,16,6
2020-05-06,NTB,231,7,4,-3
2020-05-07,NTB,238,4,11,7
2020-05-08,NTB,227,23,12,-11
2020-05-09,NTB,237,7,18,11
2020-05-10,NTB,232,5,0,-5
2020-05-11,NTB,220,13,1,-12
2020-05-12,NTB,228,0,8,8
2020-05-13,NTB,223,9,5,-4
2020-05-14,NTB,205,24,6,-18
2020-05-15,NTB,163,50,8,-42
2020-05-16,NTB,170,0,7,7
2020-05-17,NTB,164,12,6,-6
2020-05-18,NTB,155,13,4,-9
2020-05-19,NTB,155,0,0,0
2020-05-20,NTB,173,0,18,18
2020-05-21,NTB,186,4,17,13
2020-05-22,NTB,237,3,54,51
2020-05-23,NTB,239,7,10,3
2020-05-24,NTB,243,0,4,4
2020-05-25,NTB,212,31,0,-31
2020-05-26,NTB,222,0,10,10
2020-05-27,NTB,256,14,49,35
2020-05-28,NTB,279,1,25,24
2020-05-29,NTB,304,3,28,25
2020-05-30,NTB,305,3,4,1
2020-05-31,NTB,335,12,42,30
2020-06-01,NTB,350,1,16,15
2020-06-02,NTB,366,0,18,18
2020-06-03,NTB,375,5,15,10
2020-06-04,NTB,389,2,20,18
2020-06-05,NTB,438,0,52,52
2020-06-06,NTB,466,12,41,29
2020-06-07,NTB,462,14,10,-4
2020-06-08,NTB,475,0,14,14
2020-06-09,NTB,480,0,8,8
2020-06-10,NTB,425,79,27,-52
2020-06-11,NTB,389,44,11,-33
2020-06-12,NTB,340,72,23,-49
2020-06-13,NTB,330,21,13,-8
2020-06-14,NTB,305,36,11,-25
2020-06-15,NTB,294,31,22,-9
2020-06-16,NTB,299,15,20,5
2020-06-17,NTB,283,31,21,-10
2020-06-18,NTB,291,20,30,10
2020-06-19,NTB,286,14,14,0
2020-06-20,NTB,293,21,29,8
2020-06-21,NTB,291,7,5,-2
2020-06-22,NTB,288,13,11,-2
2020-06-23,NTB,294,8,14,6
2020-06-24,NTB,294,19,21,2
2020-06-25,NTB,303,6,17,11
2020-06-26,NTB,315,11,23,12
2020-06-27,NTB,330,5,21,16
2020-06-28,NTB,344,19,36,17
2020-06-29,NTB,346,6,14,8
2020-06-30,NTB,358,8,21,13
2020-07-01,NTB,359,7,11,4
2020-07-02,NTB,363,11,15,4
2020-07-03,NTB,361,25,23,-2
2020-07-04,NTB,382,6,28,22
2020-07-05,NTB,392,9,19,10
2020-07-06,NTB,417,7,32,25
2020-07-07,NTB,438,8,30,22
2020-07-08,NTB,432,23,23,0
2020-07-09,NTB,448,12,29,17
2020-07-10,NTB,468,14,36,22
2020-07-11,NTB,494,14,40,26
2020-07-12,NTB,508,13,30,17
2020-07-13,NTB,505,22,23,1
2020-07-14,NTB,501,24,21,-3
2020-07-15,NTB,510,14,26,12
2020-07-16,NTB,513,27,30,3
2020-07-17,NTB,522,11,21,10
2020-07-18,NTB,529,13,23,10
2020-07-19,NTB,536,19,31,12
2020-07-20,NTB,555,13,34,21
2020-07-21,NTB,557,14,18,4
2020-07-22,NTB,560,9,12,3
2020-07-23,NTB,580,13,33,20
2020-07-24,NTB,587,16,28,12
2020-07-25,NTB,607,13,33,20
2020-07-26,NTB,604,22,20,-2
2020-07-27,NTB,603,21,23,2
2020-07-28,NTB,616,6,20,14
2020-07-29,NTB,626,30,40,10
2020-07-30,NTB,650,12,36,24
2020-07-31,NTB,667,24,43,19
2020-08-01,NTB,667,0,0,0
2020-08-02,NTB,686,26,50,24
2020-08-03,NTB,710,9,35,26
2020-08-04,NTB,719,11,21,10
2020-08-05,NTB,713,29,26,-3
2020-08-06,NTB,724,15,27,12
2020-08-07,NTB,712,27,15,-12
2020-08-08,NTB,727,8,24,16
2020-08-09,NTB,740,14,27,13
2020-08-10,NTB,754,10,26,16
2020-08-11,NTB,718,55,22,-33
2020-08-12,NTB,688,53,24,-29
2020-08-13,NTB,653,48,13,-35
2020-08-14,NTB,659,18,24,6
2020-08-15,NTB,664,15,22,7
2020-08-16,NTB,659,20,15,-5
2020-08-17,NTB,667,13,22,9
2020-08-18,NTB,669,19,23,4
2020-08-19,NTB,671,21,24,3
2020-08-20,NTB,662,29,21,-8
2020-08-21,NTB,574,110,24,-86
2020-08-22,NTB,559,26,14,-12
2020-08-23,NTB,560,15,18,3
2020-08-24,NTB,561,8,14,6
2020-08-25,NTB,558,18,17,-1
2020-08-26,NTB,568,16,28,12
2020-08-27,NTB,565,21,21,0
2020-08-28,NTB,560,27,23,-4
2020-08-29,NTB,575,27,42,15
2020-08-30,NTB,551,24,1,-23
2020-08-31,NTB,536,27,14,-13
2020-09-01,NTB,521,28,16,-12
2020-09-02,NTB,506,29,14,-15
2020-09-03,NTB,508,12,14,2
2020-09-04,NTB,500,14,9,-5
2020-09-05,NTB,506,25,33,8
2020-09-06,NTB,503,21,19,-2
2020-09-07,NTB,494,16,8,-8
2020-09-08,NTB,493,19,20,1
2020-09-09,NTB,483,25,15,-10
2020-09-10,NTB,463,31,11,-20
2020-09-11,NTB,452,19,9,-10
2020-09-12,NTB,439,26,13,-13
2020-09-13,NTB,445,9,16,7
2020-09-14,NTB,444,23,22,-1
2020-09-15,NTB,454,9,20,11
2020-09-16,NTB,450,13,9,-4
2020-09-17,NTB,446,20,19,-1
2020-09-18,NTB,453,11,20,9
2020-09-19,NTB,481,22,53,31
2020-09-20,NTB,489,11,19,8
2020-09-21,NTB,499,12,25,13
2020-09-22,NTB,493,15,11,-4
2020-09-23,NTB,497,20,24,4
2020-09-24,NTB,513,20,39,19
2020-09-25,NTB,490,39,18,-21
2020-09-26,NTB,507,11,28,17
2020-09-27,NTB,516,8,19,11
2020-09-28,NTB,528,4,17,13
2020-09-29,NTB,496,39,7,-32
2020-09-30,NTB,482,40,27,-13
2020-10-01,NTB,496,14,30,16
2020-10-02,NTB,513,7,26,19
2020-10-03,NTB,516,17,22,5
2020-10-04,NTB,531,10,26,16
2020-10-05,NTB,532,20,21,1
2020-10-06,NTB,522,33,23,-10
2020-10-07,NTB,511,18,7,-11
2020-10-08,NTB,512,13,14,1
2020-10-09,NTB,516,22,28,6
2020-10-10,NTB,515,7,7,0
2020-10-11,NTB,527,7,19,12
2020-10-12,NTB,535,7,15,8
2020-10-13,NTB,471,72,8,-64
2020-10-14,NTB,444,51,26,-25
2020-10-15,NTB,454,15,25,10
2020-10-16,NTB,468,19,33,14
2020-10-17,NTB,470,24,27,3
2020-10-18,NTB,490,11,31,20
2020-10-19,NTB,510,6,28,22
2020-10-20,NTB,519,10,21,11
2020-10-21,NTB,536,14,32,18
2020-10-22,NTB,518,42,25,-17
2020-10-23,NTB,510,27,20,-7
2020-10-24,NTB,501,14,6,-8
2020-10-25,NTB,505,16,22,6
2020-10-26,NTB,509,22,26,4
2020-10-27,NTB,506,32,29,-3
2020-10-28,NTB,501,32,27,-5
2020-10-29,NTB,480,31,10,-21
2020-10-30,NTB,491,4,16,12
2020-10-31,NTB,493,3,6,3
2020-11-01,NTB,512,5,24,19
2020-11-02,NTB,504,9,2,-7
2020-11-03,NTB,499,23,18,-5
2020-11-04,NTB,464,59,26,-33
2020-11-05,NTB,439,78,54,-24
2020-11-06,NTB,431,27,21,-6
2020-11-07,NTB,446,17,32,15
2020-11-08,NTB,429,61,46,-15
2020-11-09,NTB,470,3,44,41
2020-11-10,NTB,481,0,11,11
2020-11-11,NTB,517,0,36,36
2020-11-12,NTB,545,0,28,28
2020-11-13,NTB,593,0,48,48
2020-11-14,NTB,620,0,27,27
2020-11-15,NTB,634,0,14,14
2020-11-16,NTB,634,0,0,0
2020-11-17,NTB,636,2,4,2
2020-11-18,NTB,646,10,21,11
2020-11-19,NTB,648,14,16,2
2020-11-20,NTB,661,22,39,17
2020-11-21,NTB,687,2,28,26
2020-11-22,NTB,667,30,10,-20
2020-11-23,NTB,678,3,15,12
2020-11-24,NTB,683,9,14,5
2020-11-25,NTB,658,33,10,-23
2020-11-26,NTB,653,22,17,-5
2020-11-27,NTB,676,14,38,24
2020-11-28,NTB,689,18,32,14
2020-11-29,NTB,703,9,24,15
2020-11-30,NTB,705,4,8,4
2020-12-01,NTB,686,36,18,-18
2020-12-02,NTB,686,21,22,1
2020-12-03,NTB,646,51,12,-39
2020-12-04,NTB,575,102,33,-69
2020-12-05,NTB,536,66,27,-39
2020-12-06,NTB,518,31,14,-17
2020-12-07,NTB,528,13,25,12
2020-12-08,NTB,520,16,9,-7
2020-12-09,NTB,554,22,57,35
2020-12-10,NTB,555,19,20,1
2020-12-11,NTB,575,14,34,20
2020-12-12,NTB,583,28,37,9
2020-12-13,NTB,594,16,29,13
2020-12-14,NTB,637,4,47,43
2020-12-15,NTB,651,19,34,15
2020-12-16,NTB,674,10,33,23
2020-12-17,NTB,685,19,31,12
2020-12-18,NTB,704,0,19,19
2020-12-19,NTB,712,26,35,9
2020-12-20,NTB,725,10,23,13
2020-12-21,NTB,779,1,57,56
2020-12-22,NTB,780,36,39,3
2020-12-23,NTB,778,23,22,-1
2020-12-24,NTB,784,35,42,7
2020-12-25,NTB,802,5,24,19
2020-12-26,NTB,815,18,32,14
2020-12-27,NTB,802,25,16,-9
2020-12-28,NTB,850,5,53,48
2020-12-29,NTB,822,39,11,-28
2020-12-30,NTB,826,60,65,5
2020-12-31,NTB,840,49,65,16
2021-01-01,NTB,876,20,60,40
2021-01-02,NTB,902,31,59,28
2021-01-03,NTB,915,8,21,13
2021-01-04,NTB,929,27,43,16
2021-01-05,NTB,876,64,13,-51
2021-01-06,NTB,905,12,42,30
2021-01-07,NTB,941,23,59,36
2021-01-08,NTB,927,51,37,-14
2021-01-09,NTB,953,44,70,26
2021-01-10,NTB,972,49,68,19
2021-01-11,NTB,975,37,43,6
2021-01-12,NTB,993,38,58,20
2021-01-13,NTB,996,30,33,3
2021-01-14,NTB,1051,28,83,55
2021-01-15,NTB,1084,20,58,38
2021-01-16,NTB,1142,14,72,58
2021-01-17,NTB,1163,33,60,27
2021-01-18,NTB,1159,38,35,-3
2021-01-19,NTB,1199,23,65,42
2021-01-20,NTB,1218,45,64,19
2021-01-21,NTB,1202,103,90,-13
2021-01-22,NTB,1188,68,55,-13
2021-01-23,NTB,1242,33,88,55
2021-01-24,NTB,1297,28,83,55
2021-01-25,NTB,1329,25,57,32
2021-01-26,NTB,1346,33,50,17
2021-01-27,NTB,1403,50,107,57
2021-01-28,NTB,1477,22,100,78
2021-01-29,NTB,1520,37,83,46
2021-01-30,NTB,1530,47,58,11
2021-01-31,NTB,1579,43,96,53
2021-02-01,NTB,1565,61,48,-13
2021-02-02,NTB,1447,118,0,-118
2021-02-03,NTB,1439,10,6,-4
2021-02-04,NTB,1403,36,0,-36
2021-02-05,NTB,1401,1,1,0
2021-02-06,NTB,1376,45,22,-23
2021-02-07,NTB,1364,12,0,-12
2021-02-08,NTB,1393,110,141,31
2021-02-09,NTB,1377,101,87,-14
2021-02-10,NTB,1413,53,80,27
2021-02-11,NTB,1464,12,63,51
2021-02-12,NTB,1421,78,36,-42
2021-02-13,NTB,1380,58,17,-41
2021-02-14,NTB,1317,75,13,-62
2021-02-15,NTB,1309,11,3,-8
2021-02-16,NTB,1237,129,57,-72
2021-02-17,NTB,1236,62,61,-1
2021-02-18,NTB,1259,15,38,23
2021-02-19,NTB,1306,11,58,47
2021-02-20,NTB,1327,18,39,21
2021-02-21,NTB,1371,6,50,44
2021-02-22,NTB,1443,3,75,72
2021-02-23,NTB,1415,60,33,-27
2021-02-24,NTB,1410,25,20,-5
2021-02-25,NTB,1346,107,44,-63
2021-02-26,NTB,1290,121,65,-56
2021-02-27,NTB,1294,28,32,4
2021-02-28,NTB,1288,70,67,-3
2021-03-01,NTB,1314,23,50,27
2021-03-02,NTB,1305,14,5,-9
2021-03-03,NTB,1296,18,9,-9
2021-03-04,NTB,1298,3,6,3
2021-03-05,NTB,1337,1,41,40
2021-03-06,NTB,1313,26,3,-23
2021-03-07,NTB,1328,1,16,15
2021-03-08,NTB,1328,1,2,1
2021-03-09,NTB,1334,5,11,6
2021-03-10,NTB,1260,99,25,-74
2021-03-11,NTB,1254,6,0,-6
2021-03-12,NTB,1254,0,1,1
2021-03-13,NTB,1262,12,20,8
2021-03-14,NTB,1331,0,69,69
2021-03-15,NTB,1362,10,42,32
2021-03-16,NTB,1363,0,1,1
2021-03-17,NTB,1396,1,34,33
2021-03-18,NTB,1435,28,67,39
2021-03-19,NTB,1447,16,28,12
2021-03-20,NTB,1484,2,41,39
2021-03-21,NTB,1509,8,33,25
2021-03-22,NTB,1522,50,64,14
2021-03-23,NTB,1535,2,15,13
2021-03-24,NTB,1568,5,38,33
2021-03-25,NTB,1596,13,41,28
2021-03-26,NTB,1612,1,17,16
2021-03-27,NTB,1638,6,35,29
2021-03-28,NTB,1644,0,6,6
2021-03-29,NTB,1662,12,32,20
2021-03-30,NTB,1643,75,60,-15
2021-03-31,NTB,1673,12,42,30
2021-04-01,NTB,1685,3,15,12
2021-04-02,NTB,1694,8,17,9
2021-04-03,NTB,1715,0,21,21
2021-04-04,NTB,1733,0,19,19
2021-04-05,NTB,1763,0,32,32
2021-04-06,NTB,1768,1,7,6
2021-04-07,NTB,1784,10,26,16
2021-04-08,NTB,1821,5,43,38
2021-04-09,NTB,1846,0,25,25
2021-04-10,NTB,1843,20,17,-3
2021-04-11,NTB,1859,3,19,16
2021-04-12,NTB,1891,0,32,32
2021-04-13,NTB,1843,52,5,-47
2021-04-14,NTB,1859,4,20,16
2021-04-15,NTB,1890,0,31,31
2021-04-16,NTB,1969,6,86,80
2021-04-17,NTB,1971,27,33,6
2021-04-18,NTB,1970,1,0,-1
2021-04-19,NTB,2016,6,52,46
2021-04-20,NTB,2034,0,18,18
2021-04-21,NTB,2058,18,42,24
2021-04-22,NTB,2073,0,16,16
2021-04-23,NTB,2064,10,1,-9
2021-04-24,NTB,2064,0,0,0
2021-04-25,NTB,2067,0,3,3
2021-04-26,NTB,2116,9,58,49
2021-04-27,NTB,2168,6,59,53
2021-04-28,NTB,2155,61,49,-12
2021-04-29,NTB,2124,58,36,-22
2021-04-30,NTB,2160,29,65,36
2021-05-01,NTB,2143,35,18,-17
2021-05-02,NTB,2165,6,29,23
2021-05-03,NTB,2264,28,129,101
2021-05-04,NTB,2264,24,30,6
2021-05-05,NTB,2278,0,26,26
2021-05-06,NTB,2281,16,19,3
2021-05-07,NTB,2299,9,28,19
2021-05-08,NTB,2321,1,23,22
2021-05-09,NTB,2321,2,2,0
2021-05-10,NTB,2346,2,29,27
2021-05-11,NTB,2347,12,15,3
2021-05-12,NTB,2368,0,21,21
2021-05-13,NTB,2373,0,5,5
2021-05-14,NTB,2376,9,12,3
2021-05-15,NTB,2381,0,5,5
2021-05-16,NTB,2396,3,18,15
2021-05-17,NTB,2408,0,12,12
2021-05-18,NTB,2407,50,50,0
2021-05-19,NTB,2453,7,54,47
2021-05-20,NTB,2457,11,16,5
2021-05-21,NTB,2483,4,35,31
2021-05-22,NTB,2492,21,30,9
2021-05-23,NTB,2518,0,26,26
2021-05-24,NTB,2535,7,24,17
2021-05-25,NTB,2549,3,17,14
2021-05-26,NTB,2566,0,22,22
2021-05-27,NTB,2578,2,15,13
2021-05-28,NTB,2521,507,451,-56
2021-05-29,NTB,2550,10,40,30
2021-05-30,NTB,2515,101,76,-25
2021-05-31,NTB,2642,103,237,134
2021-06-01,NTB,2609,111,82,-29
2021-06-02,NTB,2556,170,124,-46
2021-06-03,NTB,2556,63,67,4
2021-06-04,NTB,2574,55,77,22
2021-06-05,NTB,2551,47,28,-19
2021-06-06,NTB,2565,2,20,18
2021-06-07,NTB,2509,111,60,-51
2021-06-08,NTB,2520,59,72,13
2021-06-09,NTB,2541,28,49,21
2021-06-10,NTB,2543,32,37,5
2021-06-11,NTB,2502,61,20,-41
2021-06-12,NTB,2496,25,20,-5
2021-06-13,NTB,2500,6,10,4
2021-06-14,NTB,2485,21,6,-15
2021-06-15,NTB,2327,200,43,-157
2021-06-16,NTB,2290,42,5,-37
2021-06-17,NTB,2002,305,17,-288
2021-06-18,NTB,1823,202,23,-179
2021-06-19,NTB,1842,20,39,19
2021-06-20,NTB,1781,75,15,-60
2021-06-21,NTB,1775,29,23,-6
2021-06-22,NTB,1743,43,11,-32
2021-06-23,NTB,1693,74,25,-49
2021-06-24,NTB,1670,32,9,-23
2021-06-25,NTB,1644,33,7,-26
2021-06-26,NTB,1579,59,6,-53
2021-06-27,NTB,1568,30,19,-11
2021-06-28,NTB,1484,125,41,-84
2021-06-29,NTB,1489,77,82,5
2021-06-30,NTB,1402,94,7,-87
2021-07-01,NTB,1492,49,139,90
2021-07-02,NTB,1428,89,25,-64
2021-07-03,NTB,1440,13,25,12
2021-07-04,NTB,1440,9,9,0
2021-07-05,NTB,1430,74,65,-9
2021-07-06,NTB,1472,79,122,43
2021-07-07,NTB,1513,11,52,41
2021-07-08,NTB,1513,21,22,1
2021-07-09,NTB,1518,3,8,5
2021-07-10,NTB,1658,74,214,140
2021-07-11,NTB,2104,56,503,447
2021-07-12,NTB,2029,290,217,-73
2021-07-13,NTB,1780,618,372,-246
2021-07-14,NTB,1896,110,236,126
2021-07-15,NTB,2150,110,370,260
2021-07-16,NTB,2187,200,241,41
2021-07-17,NTB,2340,219,379,160
2021-07-18,NTB,2461,210,333,123
2021-07-19,NTB,2366,321,228,-93
2021-07-20,NTB,2609,89,337,248
2021-07-21,NTB,2571,242,208,-34
2021-07-22,NTB,2596,349,379,30
2021-07-23,NTB,2665,226,295,69
2021-07-24,NTB,2452,327,114,-213
2021-07-25,NTB,2337,242,127,-115
2021-07-26,NTB,2109,362,136,-226
2021-07-27,NTB,2034,277,207,-70
2021-07-28,NTB,2032,285,287,2
2021-07-29,NTB,2043,312,326,14
2021-07-30,NTB,2002,380,342,-38
2021-07-31,NTB,2120,263,383,120
2021-08-01,NTB,2094,283,260,-23
2021-08-02,NTB,1974,268,150,-118
2021-08-03,NTB,1859,358,247,-111
2021-08-04,NTB,1824,279,249,-30
2021-08-05,NTB,1773,268,217,-51
2021-08-06,NTB,1748,222,201,-21
2021-08-07,NTB,1678,337,272,-65
2021-08-08,NTB,1649,238,213,-25
2021-08-09,NTB,1650,274,278,4
2021-08-10,NTB,1582,290,226,-64
2021-08-11,NTB,1620,187,227,40
2021-08-12,NTB,1673,134,194,60
2021-08-13,NTB,1794,249,378,129
2021-08-14,NTB,1812,224,248,24
2021-08-15,NTB,1748,264,207,-57
2021-08-16,NTB,1684,308,249,-59
2021-08-17,NTB,1616,264,201,-63
2021-08-18,NTB,1480,266,137,-129
2021-08-19,NTB,1535,158,219,61
2021-08-20,NTB,1578,148,199,51
2021-08-21,NTB,1537,171,134,-37
2021-08-22,NTB,1479,249,195,-54
2021-08-23,NTB,1395,228,155,-73
2021-08-24,NTB,1365,219,198,-21
2021-08-25,NTB,1315,244,202,-42
2021-08-26,NTB,1228,229,143,-86
2021-08-27,NTB,1235,180,191,11
2021-08-28,NTB,1121,192,81,-111
2021-08-29,NTB,1086,111,78,-33
2021-08-30,NTB,1047,117,84,-33
2021-08-31,NTB,1013,144,119,-25
2021-09-01,NTB,988,143,123,-20
2021-09-02,NTB,949,140,104,-36
2021-09-03,NTB,922,123,98,-25
2021-09-04,NTB,910,89,81,-8
2021-09-05,NTB,875,102,69,-33
2021-09-06,NTB,806,113,50,-63
2021-09-07,NTB,769,120,87,-33
2021-09-08,NTB,749,87,70,-17
2021-09-09,NTB,690,127,73,-54
2021-09-10,NTB,649,129,89,-40
2021-09-11,NTB,619,101,74,-27
2021-09-12,NTB,571,107,62,-45
2021-09-13,NTB,529,63,26,-37
2021-09-14,NTB,480,100,57,-43
2021-09-15,NTB,437,91,50,-41
2021-09-16,NTB,408,66,38,-28
2021-09-17,NTB,391,64,50,-14
2021-09-18,NTB,394,50,54,4
2021-09-19,NTB,382,41,30,-11
2021-09-20,NTB,351,42,12,-30
2021-09-21,NTB,328,53,34,-19
2021-09-22,NTB,321,43,37,-6
2021-09-23,NTB,302,61,44,-17
2021-09-24,NTB,292,33,24,-9
2021-09-25,NTB,290,25,23,-2
2021-09-26,NTB,272,34,16,-18
2021-09-27,NTB,251,30,11,-19
2021-09-28,NTB,241,44,36,-8
2021-09-29,NTB,244,16,21,5
2021-09-30,NTB,244,28,28,0
2020-03-21,Sumsel,0,0,0,0
2020-03-22,Sumsel,0,0,0,0
2020-03-23,Sumsel,0,0,0,0
2020-03-24,Sumsel,1,0,1,1
2020-03-25,Sumsel,0,0,0,0
2020-03-26,Sumsel,0,0,0,0
2020-03-27,Sumsel,0,0,0,0
2020-03-28,Sumsel,1,0,1,1
2020-03-29,Sumsel,0,0,0,0
2020-03-30,Sumsel,0,0,0,0
2020-03-31,Sumsel,3,0,3,3
2020-04-01,Sumsel,3,0,0,0
2020-04-02,Sumsel,9,0,6,6
2020-04-03,Sumsel,10,0,1,1
2020-04-04,Sumsel,9,1,0,-1
2020-04-05,Sumsel,13,0,4,4
2020-04-06,Sumsel,13,0,0,0
2020-04-07,Sumsel,13,0,0,0
2020-04-08,Sumsel,13,0,0,0
2020-04-09,Sumsel,14,0,1,1
2020-04-10,Sumsel,18,0,4,4
2020-04-11,Sumsel,18,0,0,0
2020-04-12,Sumsel,15,3,0,-3
2020-04-13,Sumsel,12,0,0,0
2020-04-14,Sumsel,13,0,1,1
2020-04-15,Sumsel,16,0,3,3
2020-04-16,Sumsel,30,1,15,14
2020-04-17,Sumsel,47,0,17,17
2020-04-18,Sumsel,77,0,30,30
2020-04-19,Sumsel,81,0,5,5
2020-04-20,Sumsel,81,0,0,0
2020-04-21,Sumsel,81,0,0,0
2020-04-22,Sumsel,81,0,0,0
2020-04-23,Sumsel,85,0,4,4
2020-04-24,Sumsel,98,0,13,13
2020-04-25,Sumsel,111,0,13,13
2020-04-26,Sumsel,108,13,10,-3
2020-04-27,Sumsel,108,0,0,0
2020-04-28,Sumsel,118,4,14,10
2020-04-29,Sumsel,119,0,1,1
2020-04-30,Sumsel,124,1,6,5
2020-05-01,Sumsel,124,6,6,0
2020-05-02,Sumsel,124,0,0,0
2020-05-03,Sumsel,145,7,29,22
2020-05-04,Sumsel,137,7,0,-7
2020-05-05,Sumsel,147,4,14,10
2020-05-06,Sumsel,158,0,11,11
2020-05-07,Sumsel,174,0,17,17
2020-05-08,Sumsel,172,2,0,-2
2020-05-09,Sumsel,223,0,51,51
2020-05-10,Sumsel,214,6,0,-6
2020-05-11,Sumsel,205,9,0,-9
2020-05-12,Sumsel,206,0,1,1
2020-05-13,Sumsel,240,9,43,34
2020-05-14,Sumsel,359,0,119,119
2020-05-15,Sumsel,376,0,17,17
2020-05-16,Sumsel,374,0,0,0
2020-05-17,Sumsel,437,0,63,63
2020-05-18,Sumsel,451,0,16,16
2020-05-19,Sumsel,502,4,60,56
2020-05-20,Sumsel,550,0,49,49
2020-05-21,Sumsel,575,1,28,27
2020-05-22,Sumsel,576,17,19,2
2020-05-23,Sumsel,602,5,32,27
2020-05-24,Sumsel,609,2,11,9
2020-05-25,Sumsel,675,10,76,66
2020-05-26,Sumsel,729,2,56,54
2020-05-27,Sumsel,782,0,53,53
2020-05-28,Sumsel,794,9,21,12
2020-05-29,Sumsel,789,14,11,-3
2020-05-30,Sumsel,763,32,10,-22
2020-05-31,Sumsel,745,34,19,-15
2020-06-01,Sumsel,746,12,13,1
2020-06-02,Sumsel,761,9,24,15
2020-06-03,Sumsel,768,2,10,8
2020-06-04,Sumsel,773,22,27,5
2020-06-05,Sumsel,771,17,18,1
2020-06-06,Sumsel,765,32,30,-2
2020-06-07,Sumsel,743,47,25,-22
2020-06-08,Sumsel,725,47,29,-18
2020-06-09,Sumsel,744,11,30,19
2020-06-10,Sumsel,733,48,41,-7
2020-06-11,Sumsel,720,55,42,-13
2020-06-12,Sumsel,714,38,33,-5
2020-06-13,Sumsel,721,14,22,8
2020-06-14,Sumsel,723,61,70,9
2020-06-15,Sumsel,740,33,52,19
2020-06-16,Sumsel,771,19,50,31
2020-06-17,Sumsel,798,12,43,31
2020-06-18,Sumsel,824,26,55,29
2020-06-19,Sumsel,875,31,84,53
2020-06-20,Sumsel,906,9,41,32
2020-06-21,Sumsel,958,4,58,54
2020-06-22,Sumsel,998,17,60,43
2020-06-23,Sumsel,967,47,16,-31
2020-06-24,Sumsel,964,14,14,0
